
=== Evento(s): Stage 6 & Stage 3 & Stage 4 & Stage 2 & Stage 5 & Stage 1 ===
                                  athlete_id    split  netTime_sec         anomaly_type
173273  00c3915d-75aa-5f2a-9254-082d53bb2ae7     Meta     9419.255  Velocidad imposible
173276  00c3915d-75aa-5f2a-9254-082d53bb2ae7      EH1     3007.761  Velocidad imposible
173277  00c3915d-75aa-5f2a-9254-082d53bb2ae7      CP2     4588.222  Velocidad imposible
173303  00c3915d-75aa-5f2a-9254-082d53bb2ae7      CP1     1641.390  Velocidad imposible
173304  00c3915d-75aa-5f2a-9254-082d53bb2ae7      EH1     2454.080  Velocidad imposible
173305  00c3915d-75aa-5f2a-9254-082d53bb2ae7      CP2     4487.059  Velocidad imposible
173306  00c3915d-75aa-5f2a-9254-082d53bb2ae7      CP3     5053.045  Velocidad imposible
173323  45c1985c-9a4f-5dda-8a23-1f5251ffb18b     Meta     9045.461  Velocidad imposible
173326  45c1985c-9a4f-5dda-8a23-1f5251ffb18b      EH1     3008.618  Velocidad imposible
173327  45c1985c-9a4f-5dda-8a23-1f5251ffb18b      CP2     4570.642  Velocidad imposible
173329  45c1985c-9a4f-5dda-8a23-1f5251ffb18b      CP3     8547.610  Velocidad imposible
173353  45c1985c-9a4f-5dda-8a23-1f5251ffb18b      CP1     1893.080  Velocidad imposible
173354  45c1985c-9a4f-5dda-8a23-1f5251ffb18b      EH1     2830.340  Velocidad imposible
173454  a96d8544-d4b4-58c6-9928-c8bbd6a355c2      CP1     2004.380  Velocidad imposible
173474  d47b8c54-23e2-5ced-bd9e-de2e2b73cc9f     Meta     9175.462  Velocidad imposible
173477  d47b8c54-23e2-5ced-bd9e-de2e2b73cc9f      EH1     3011.646  Velocidad imposible
173478  d47b8c54-23e2-5ced-bd9e-de2e2b73cc9f      CP2     4558.941  Velocidad imposible
173495  d47b8c54-23e2-5ced-bd9e-de2e2b73cc9f      CP1     2225.877  Velocidad imposible
173496  d47b8c54-23e2-5ced-bd9e-de2e2b73cc9f      EH1     3093.006  Velocidad imposible
173504  d47b8c54-23e2-5ced-bd9e-de2e2b73cc9f      CP1     1520.890  Velocidad imposible
173505  d47b8c54-23e2-5ced-bd9e-de2e2b73cc9f      EH1     2294.380  Velocidad imposible
173506  d47b8c54-23e2-5ced-bd9e-de2e2b73cc9f      CP2     4223.495  Velocidad imposible
173507  d47b8c54-23e2-5ced-bd9e-de2e2b73cc9f      CP3     4773.636  Velocidad imposible
173514  23e386ac-b354-5d95-8a18-67cd7cd83148      EH1     8447.744    Outlier de tiempo
173515  23e386ac-b354-5d95-8a18-67cd7cd83148      CP2    11841.577    Outlier de tiempo
173518  23e386ac-b354-5d95-8a18-67cd7cd83148      CP4    30498.675    Outlier de tiempo
173529  23e386ac-b354-5d95-8a18-67cd7cd83148      CP3    22322.290    Outlier de tiempo
173535  23e386ac-b354-5d95-8a18-67cd7cd83148      CP2    11824.425    Outlier de tiempo
173537  23e386ac-b354-5d95-8a18-67cd7cd83148      EH2    17954.372    Outlier de tiempo
173538  23e386ac-b354-5d95-8a18-67cd7cd83148     Meta    50675.846    Outlier de tiempo
173547  23e386ac-b354-5d95-8a18-67cd7cd83148      CP3    22723.522    Outlier de tiempo
173571  b8f1cdd2-3c20-5dd1-835a-c4c98b465ec2     Meta     9443.286  Velocidad imposible
173574  b8f1cdd2-3c20-5dd1-835a-c4c98b465ec2      EH1     2978.328  Velocidad imposible
173575  b8f1cdd2-3c20-5dd1-835a-c4c98b465ec2      CP2     4544.051  Velocidad imposible
173592  b8f1cdd2-3c20-5dd1-835a-c4c98b465ec2      CP1     2211.325  Velocidad imposible
173593  b8f1cdd2-3c20-5dd1-835a-c4c98b465ec2      EH1     3026.155  Velocidad imposible
173594  b8f1cdd2-3c20-5dd1-835a-c4c98b465ec2      CP2     3686.753  Velocidad imposible
173601  b8f1cdd2-3c20-5dd1-835a-c4c98b465ec2      CP1     1465.240  Velocidad imposible
173602  b8f1cdd2-3c20-5dd1-835a-c4c98b465ec2      EH1     2210.200  Velocidad imposible
173603  b8f1cdd2-3c20-5dd1-835a-c4c98b465ec2      CP2     3986.342  Velocidad imposible
173604  b8f1cdd2-3c20-5dd1-835a-c4c98b465ec2      CP3     4468.103  Velocidad imposible
173605  b8f1cdd2-3c20-5dd1-835a-c4c98b465ec2      EH2     7093.588  Velocidad imposible
173606  b8f1cdd2-3c20-5dd1-835a-c4c98b465ec2      CP4     7830.200  Velocidad imposible
173621  643ae0bf-5856-5d39-9b9a-e55bf94d0354     Meta     9484.311  Velocidad imposible
173624  643ae0bf-5856-5d39-9b9a-e55bf94d0354      EH1     3006.079  Velocidad imposible
173625  643ae0bf-5856-5d39-9b9a-e55bf94d0354      CP2     4519.275  Velocidad imposible
173651  643ae0bf-5856-5d39-9b9a-e55bf94d0354      CP1     1538.960  Velocidad imposible
173652  643ae0bf-5856-5d39-9b9a-e55bf94d0354      EH1     2324.140  Velocidad imposible
173653  643ae0bf-5856-5d39-9b9a-e55bf94d0354      CP2     4279.656  Velocidad imposible
173654  643ae0bf-5856-5d39-9b9a-e55bf94d0354      CP3     4845.486  Velocidad imposible
173702  ad22afff-4331-5d8f-80f1-e9542d3cbd02      CP1     1823.030  Velocidad imposible
173703  ad22afff-4331-5d8f-80f1-e9542d3cbd02      EH1     2712.460  Velocidad imposible
173804  0987db2c-f91f-5ce3-a984-8fc010625417      CP1     2094.250  Velocidad imposible
173805  0987db2c-f91f-5ce3-a984-8fc010625417      EH1     2987.890  Velocidad imposible
173827  e7ec43ee-69df-55e9-a442-6d98fe94c094      EH1     3218.341  Velocidad imposible
173828  e7ec43ee-69df-55e9-a442-6d98fe94c094      CP2     4832.359  Velocidad imposible
173854  e7ec43ee-69df-55e9-a442-6d98fe94c094      CP1     1661.470  Velocidad imposible
173855  e7ec43ee-69df-55e9-a442-6d98fe94c094      EH1     2457.310  Velocidad imposible
173856  e7ec43ee-69df-55e9-a442-6d98fe94c094      CP2     4492.252  Velocidad imposible
173857  e7ec43ee-69df-55e9-a442-6d98fe94c094      CP3     5046.989  Velocidad imposible
173904  41a097e0-8739-5ce3-a7be-12c4fe8a5172      CP1     1799.950  Velocidad imposible
173905  41a097e0-8739-5ce3-a7be-12c4fe8a5172      EH1     2647.350  Velocidad imposible
173954  36ab7e8b-85cc-53c7-b975-d40b73def858      CP1     1886.070  Velocidad imposible
173955  36ab7e8b-85cc-53c7-b975-d40b73def858      EH1     2753.890  Velocidad imposible
173974  2341bb4c-cd30-5b36-9069-759321d252ea     Meta     9510.211  Velocidad imposible
174004  2341bb4c-cd30-5b36-9069-759321d252ea      CP1     1770.340  Velocidad imposible
174005  2341bb4c-cd30-5b36-9069-759321d252ea      EH1     2617.720  Velocidad imposible
174006  2341bb4c-cd30-5b36-9069-759321d252ea      CP2     4685.899  Velocidad imposible
174054  511301d5-042d-5659-a1cf-c60c69691c0e      CP1     1860.840  Velocidad imposible
174055  511301d5-042d-5659-a1cf-c60c69691c0e      EH1     2751.640  Velocidad imposible
174074  989fdaf7-9736-5871-8a45-38b7a340a5f8     Meta     9445.606  Velocidad imposible
174077  989fdaf7-9736-5871-8a45-38b7a340a5f8      EH1     3016.840  Velocidad imposible
174078  989fdaf7-9736-5871-8a45-38b7a340a5f8      CP2     4590.691  Velocidad imposible
174104  989fdaf7-9736-5871-8a45-38b7a340a5f8      CP1     1661.430  Velocidad imposible
174105  989fdaf7-9736-5871-8a45-38b7a340a5f8      EH1     2454.730  Velocidad imposible
174106  989fdaf7-9736-5871-8a45-38b7a340a5f8      CP2     4489.853  Velocidad imposible
174107  989fdaf7-9736-5871-8a45-38b7a340a5f8      CP3     5042.041  Velocidad imposible
174123  76e3a4e2-a7c9-54bb-a60d-9fef7dbe2bb3     Meta     8830.881  Velocidad imposible
174126  76e3a4e2-a7c9-54bb-a60d-9fef7dbe2bb3      EH1     3010.431  Velocidad imposible
174127  76e3a4e2-a7c9-54bb-a60d-9fef7dbe2bb3      CP2     4567.854  Velocidad imposible
174144  76e3a4e2-a7c9-54bb-a60d-9fef7dbe2bb3      CP1     2224.996  Velocidad imposible
174145  76e3a4e2-a7c9-54bb-a60d-9fef7dbe2bb3      EH1     3093.255  Velocidad imposible
174153  76e3a4e2-a7c9-54bb-a60d-9fef7dbe2bb3      CP1     1508.950  Velocidad imposible
174154  76e3a4e2-a7c9-54bb-a60d-9fef7dbe2bb3      EH1     2241.270  Velocidad imposible
174155  76e3a4e2-a7c9-54bb-a60d-9fef7dbe2bb3      CP2     3986.660  Velocidad imposible
174156  76e3a4e2-a7c9-54bb-a60d-9fef7dbe2bb3      CP3     4476.231  Velocidad imposible
174157  76e3a4e2-a7c9-54bb-a60d-9fef7dbe2bb3      EH2     7135.218  Velocidad imposible
174158  76e3a4e2-a7c9-54bb-a60d-9fef7dbe2bb3      CP4     7840.069  Velocidad imposible
174173  a97a9c74-b3e7-5b4f-a32a-e1e6e7d89b60     Meta     8972.183  Velocidad imposible
174176  a97a9c74-b3e7-5b4f-a32a-e1e6e7d89b60      EH1     2998.408  Velocidad imposible
174177  a97a9c74-b3e7-5b4f-a32a-e1e6e7d89b60      CP2     4520.768  Velocidad imposible
174179  a97a9c74-b3e7-5b4f-a32a-e1e6e7d89b60      CP3     8778.821  Velocidad imposible
174203  a97a9c74-b3e7-5b4f-a32a-e1e6e7d89b60      CP1     1548.970  Velocidad imposible
174204  a97a9c74-b3e7-5b4f-a32a-e1e6e7d89b60      EH1     2357.750  Velocidad imposible
174205  a97a9c74-b3e7-5b4f-a32a-e1e6e7d89b60      CP2     4277.049  Velocidad imposible
174206  a97a9c74-b3e7-5b4f-a32a-e1e6e7d89b60      CP3     4795.058  Velocidad imposible
174325  4ce75b65-19ed-5fb1-a9df-feb4cd9fbb94     Meta     9073.334  Velocidad imposible
174328  4ce75b65-19ed-5fb1-a9df-feb4cd9fbb94      EH1     3214.867  Velocidad imposible
174329  4ce75b65-19ed-5fb1-a9df-feb4cd9fbb94      CP2     4819.722  Velocidad imposible
174355  4ce75b65-19ed-5fb1-a9df-feb4cd9fbb94      CP1     1590.390  Velocidad imposible
174356  4ce75b65-19ed-5fb1-a9df-feb4cd9fbb94      EH1     2373.800  Velocidad imposible
174357  4ce75b65-19ed-5fb1-a9df-feb4cd9fbb94      CP2     4285.118  Velocidad imposible
174358  4ce75b65-19ed-5fb1-a9df-feb4cd9fbb94      CP3     4806.586  Velocidad imposible
174375  4d2c410f-86a1-5350-8c05-37693bc7afb1     Meta     9664.910  Velocidad imposible
174378  4d2c410f-86a1-5350-8c05-37693bc7afb1      EH1     3212.488  Velocidad imposible
174379  4d2c410f-86a1-5350-8c05-37693bc7afb1      CP2     4820.009  Velocidad imposible
174396  4d2c410f-86a1-5350-8c05-37693bc7afb1      CP1     1594.920  Velocidad imposible
174397  4d2c410f-86a1-5350-8c05-37693bc7afb1      EH1     2374.480  Velocidad imposible
174398  4d2c410f-86a1-5350-8c05-37693bc7afb1      CP2     4283.504  Velocidad imposible
174399  4d2c410f-86a1-5350-8c05-37693bc7afb1      CP3     4810.199  Velocidad imposible
174416  fd16ba39-1b28-5b75-9242-6f3e6d92f0e8     Meta     9196.078  Velocidad imposible
174419  fd16ba39-1b28-5b75-9242-6f3e6d92f0e8      EH1     3214.811  Velocidad imposible
174420  fd16ba39-1b28-5b75-9242-6f3e6d92f0e8      CP2     4818.941  Velocidad imposible
174446  fd16ba39-1b28-5b75-9242-6f3e6d92f0e8      CP1     1613.780  Velocidad imposible
174447  fd16ba39-1b28-5b75-9242-6f3e6d92f0e8      EH1     2396.670  Velocidad imposible
174448  fd16ba39-1b28-5b75-9242-6f3e6d92f0e8      CP2     4338.180  Velocidad imposible
174449  fd16ba39-1b28-5b75-9242-6f3e6d92f0e8      CP3     4896.570  Velocidad imposible
174507  827ae310-ae81-570f-ae7c-2497665cb674     Meta     8128.188  Velocidad imposible
174509  827ae310-ae81-570f-ae7c-2497665cb674      CP1     1643.699  Velocidad imposible
174510  827ae310-ae81-570f-ae7c-2497665cb674      EH1     2892.908  Velocidad imposible
174511  827ae310-ae81-570f-ae7c-2497665cb674      CP2     4371.826  Velocidad imposible
174513  827ae310-ae81-570f-ae7c-2497665cb674      CP3     8122.897  Velocidad imposible
174528  827ae310-ae81-570f-ae7c-2497665cb674      CP1     2252.495  Velocidad imposible
174529  827ae310-ae81-570f-ae7c-2497665cb674      EH1     3097.951  Velocidad imposible
174537  827ae310-ae81-570f-ae7c-2497665cb674      CP1     1375.690  Velocidad imposible
174538  827ae310-ae81-570f-ae7c-2497665cb674      EH1     2161.320  Velocidad imposible
174539  827ae310-ae81-570f-ae7c-2497665cb674      CP2     3966.676  Velocidad imposible
174540  827ae310-ae81-570f-ae7c-2497665cb674      CP3     4468.569  Velocidad imposible
174541  827ae310-ae81-570f-ae7c-2497665cb674      EH2     7091.066  Velocidad imposible
174542  827ae310-ae81-570f-ae7c-2497665cb674      CP4     7822.952  Velocidad imposible
174557  553b4a74-b5f0-5af9-bf2e-8202391ed13b     Meta     8766.174  Velocidad imposible
174559  553b4a74-b5f0-5af9-bf2e-8202391ed13b      CP1     1678.520  Velocidad imposible
174560  553b4a74-b5f0-5af9-bf2e-8202391ed13b      EH1     2931.429  Velocidad imposible
174561  553b4a74-b5f0-5af9-bf2e-8202391ed13b      CP2     4437.490  Velocidad imposible
174563  553b4a74-b5f0-5af9-bf2e-8202391ed13b      CP3     8119.079  Velocidad imposible
174578  553b4a74-b5f0-5af9-bf2e-8202391ed13b      CP1     2193.674  Velocidad imposible
174579  553b4a74-b5f0-5af9-bf2e-8202391ed13b      EH1     3039.034  Velocidad imposible
174580  553b4a74-b5f0-5af9-bf2e-8202391ed13b      CP2     3699.401  Velocidad imposible
174587  553b4a74-b5f0-5af9-bf2e-8202391ed13b      CP1     1404.010  Velocidad imposible
174588  553b4a74-b5f0-5af9-bf2e-8202391ed13b      EH1     2111.170  Velocidad imposible
174589  553b4a74-b5f0-5af9-bf2e-8202391ed13b      CP2     3947.900  Velocidad imposible
174590  553b4a74-b5f0-5af9-bf2e-8202391ed13b      CP3     4470.189  Velocidad imposible
174591  553b4a74-b5f0-5af9-bf2e-8202391ed13b      EH2     7093.849  Velocidad imposible
174592  553b4a74-b5f0-5af9-bf2e-8202391ed13b      CP4     7829.136  Velocidad imposible
174674  f8397d3d-edaa-521b-be03-91be57995533     Meta    51351.025    Outlier de tiempo
174675  f8397d3d-edaa-521b-be03-91be57995533   Lastkm    33086.781    Outlier de tiempo
174676  f8397d3d-edaa-521b-be03-91be57995533      EH3    27995.022    Outlier de tiempo
174679  f8397d3d-edaa-521b-be03-91be57995533      EH1     8063.552    Outlier de tiempo
174696  0af937f2-fc82-5740-957d-47b1243bdd05      CP4    12493.397  Velocidad imposible
174697  0af937f2-fc82-5740-957d-47b1243bdd05  Last km    12643.526  Velocidad imposible
174698  0af937f2-fc82-5740-957d-47b1243bdd05     Meta    12755.505  Velocidad imposible
174703  0af937f2-fc82-5740-957d-47b1243bdd05     Meta     8078.559  Velocidad imposible
174705  0af937f2-fc82-5740-957d-47b1243bdd05      CP1     1684.770  Velocidad imposible
174706  0af937f2-fc82-5740-957d-47b1243bdd05      EH1     2937.506  Velocidad imposible
174707  0af937f2-fc82-5740-957d-47b1243bdd05      CP2     4445.299  Velocidad imposible
174709  0af937f2-fc82-5740-957d-47b1243bdd05      CP3     8031.657  Velocidad imposible
174710  0af937f2-fc82-5740-957d-47b1243bdd05      EH3    10275.347  Velocidad imposible
174712  0af937f2-fc82-5740-957d-47b1243bdd05   Lastkm    12443.037  Velocidad imposible
174713  0af937f2-fc82-5740-957d-47b1243bdd05     Meta    12591.235  Velocidad imposible
174724  0af937f2-fc82-5740-957d-47b1243bdd05      CP1     2179.115  Velocidad imposible
174725  0af937f2-fc82-5740-957d-47b1243bdd05      EH1     3041.771  Velocidad imposible
174726  0af937f2-fc82-5740-957d-47b1243bdd05      CP2     3704.584  Velocidad imposible
174733  0af937f2-fc82-5740-957d-47b1243bdd05      CP1     1376.620  Velocidad imposible
174734  0af937f2-fc82-5740-957d-47b1243bdd05      EH1     2037.930  Velocidad imposible
174735  0af937f2-fc82-5740-957d-47b1243bdd05      CP2     3674.893  Velocidad imposible
174736  0af937f2-fc82-5740-957d-47b1243bdd05      CP3     4171.254  Velocidad imposible
174737  0af937f2-fc82-5740-957d-47b1243bdd05      EH2     6603.672  Velocidad imposible
174738  0af937f2-fc82-5740-957d-47b1243bdd05      CP4     7239.174  Velocidad imposible
174739  0af937f2-fc82-5740-957d-47b1243bdd05   Lastkm     8265.379  Velocidad imposible
174740  0af937f2-fc82-5740-957d-47b1243bdd05     Meta     8350.875  Velocidad imposible
174753  73e5d62e-092f-5b72-b42b-50a67579df46     Meta     9236.104  Velocidad imposible
174756  73e5d62e-092f-5b72-b42b-50a67579df46      EH1     3001.251  Velocidad imposible
174757  73e5d62e-092f-5b72-b42b-50a67579df46      CP2     4579.820  Velocidad imposible
174782  73e5d62e-092f-5b72-b42b-50a67579df46      CP1     1721.710  Velocidad imposible
174783  73e5d62e-092f-5b72-b42b-50a67579df46      EH1     2592.050  Velocidad imposible
174792  69eeb692-8c4c-5d96-90e1-910d66e7e8b2      EH1     8439.257    Outlier de tiempo
174793  69eeb692-8c4c-5d96-90e1-910d66e7e8b2      CP2    11822.970    Outlier de tiempo
174796  69eeb692-8c4c-5d96-90e1-910d66e7e8b2      CP4    30360.199    Outlier de tiempo
174815  69eeb692-8c4c-5d96-90e1-910d66e7e8b2     Meta    49580.054    Outlier de tiempo
174824  69eeb692-8c4c-5d96-90e1-910d66e7e8b2      CP3    22060.613    Outlier de tiempo
174865  286fee3f-838c-578e-93aa-46ddc1bc884b     Meta    44819.070    Outlier de tiempo
174981  8f6b75b9-2f72-5f35-8b13-bcc610cddcef      CP1     1950.700  Velocidad imposible
174982  8f6b75b9-2f72-5f35-8b13-bcc610cddcef      EH1     2806.350  Velocidad imposible
175031  0bdc4d88-3857-59a2-a44a-2d994b4865e3      CP1     1775.490  Velocidad imposible
175032  0bdc4d88-3857-59a2-a44a-2d994b4865e3      EH1     2619.010  Velocidad imposible
175033  0bdc4d88-3857-59a2-a44a-2d994b4865e3      CP2     4706.240  Velocidad imposible
175132  a65adfe5-6c5a-515d-9e9d-eef4dc680112      CP1     1983.740  Velocidad imposible
175133  a65adfe5-6c5a-515d-9e9d-eef4dc680112      EH1     2886.600  Velocidad imposible
175183  43bb516d-0980-547a-bf2a-da939a1d11fc      CP1     1956.750  Velocidad imposible
175184  43bb516d-0980-547a-bf2a-da939a1d11fc      EH1     2903.420  Velocidad imposible
175207  2002a548-e5b3-552b-a6b6-d7a6891751b2      CP2     5063.464  Velocidad imposible
175234  2002a548-e5b3-552b-a6b6-d7a6891751b2      CP1     1783.320  Velocidad imposible
175235  2002a548-e5b3-552b-a6b6-d7a6891751b2      EH1     2619.580  Velocidad imposible
175247  f0bd29fb-b976-5958-8140-4bfce480739e      CP4    12040.524  Velocidad imposible
175248  f0bd29fb-b976-5958-8140-4bfce480739e  Last km    12193.476  Velocidad imposible
175249  f0bd29fb-b976-5958-8140-4bfce480739e     Meta    12318.616  Velocidad imposible
175254  f0bd29fb-b976-5958-8140-4bfce480739e     Meta     8085.349  Velocidad imposible
175256  f0bd29fb-b976-5958-8140-4bfce480739e      CP1     1684.964  Velocidad imposible
175257  f0bd29fb-b976-5958-8140-4bfce480739e      EH1     2937.723  Velocidad imposible
175258  f0bd29fb-b976-5958-8140-4bfce480739e      CP2     4439.564  Velocidad imposible
175259  f0bd29fb-b976-5958-8140-4bfce480739e      EH2     6647.450  Velocidad imposible
175260  f0bd29fb-b976-5958-8140-4bfce480739e      CP3     7706.874  Velocidad imposible
175261  f0bd29fb-b976-5958-8140-4bfce480739e      EH3     9817.204  Velocidad imposible
175262  f0bd29fb-b976-5958-8140-4bfce480739e      CP4    10072.250  Velocidad imposible
175263  f0bd29fb-b976-5958-8140-4bfce480739e   Lastkm    11818.644  Velocidad imposible
175264  f0bd29fb-b976-5958-8140-4bfce480739e     Meta    11958.849  Velocidad imposible
175275  f0bd29fb-b976-5958-8140-4bfce480739e      CP1     2196.173  Velocidad imposible
175276  f0bd29fb-b976-5958-8140-4bfce480739e      EH1     2979.562  Velocidad imposible
175277  f0bd29fb-b976-5958-8140-4bfce480739e      CP2     3598.952  Velocidad imposible
175278  f0bd29fb-b976-5958-8140-4bfce480739e      EH2     7022.656  Velocidad imposible
175279  f0bd29fb-b976-5958-8140-4bfce480739e      EH3     9672.273  Velocidad imposible
175280  f0bd29fb-b976-5958-8140-4bfce480739e      CP4    11593.719  Velocidad imposible
175281  f0bd29fb-b976-5958-8140-4bfce480739e   Lastkm    12269.283  Velocidad imposible
175282  f0bd29fb-b976-5958-8140-4bfce480739e     Meta    12412.585  Velocidad imposible
175284  f0bd29fb-b976-5958-8140-4bfce480739e      CP1     1376.080  Velocidad imposible
175285  f0bd29fb-b976-5958-8140-4bfce480739e      EH1     2062.200  Velocidad imposible
175286  f0bd29fb-b976-5958-8140-4bfce480739e      CP2     3802.919  Velocidad imposible
175287  f0bd29fb-b976-5958-8140-4bfce480739e      CP3     4318.567  Velocidad imposible
175288  f0bd29fb-b976-5958-8140-4bfce480739e      EH2     6838.884  Velocidad imposible
175289  f0bd29fb-b976-5958-8140-4bfce480739e      CP4     7500.420  Velocidad imposible
175290  f0bd29fb-b976-5958-8140-4bfce480739e   Lastkm     8569.465  Velocidad imposible
175291  f0bd29fb-b976-5958-8140-4bfce480739e     Meta     8662.566  Velocidad imposible
175341  09a02b4e-6fca-5ccd-9def-7cc7ab0c4807      EH1     8053.192    Outlier de tiempo
175342  09a02b4e-6fca-5ccd-9def-7cc7ab0c4807      CP2    11620.646    Outlier de tiempo
175381  09a02b4e-6fca-5ccd-9def-7cc7ab0c4807      CP1     2016.760  Velocidad imposible
175382  09a02b4e-6fca-5ccd-9def-7cc7ab0c4807      EH1     2978.130  Velocidad imposible
175431  40ffea5d-ae1e-5a56-89f3-b73062bc396e      CP1     2045.750  Velocidad imposible
175455  5e166ce2-407b-55c8-ad66-2de0f0ecdfc2      CP2     5090.679  Velocidad imposible
175481  5e166ce2-407b-55c8-ad66-2de0f0ecdfc2      CP1     1639.790  Velocidad imposible
175482  5e166ce2-407b-55c8-ad66-2de0f0ecdfc2      EH1     2451.850  Velocidad imposible
175483  5e166ce2-407b-55c8-ad66-2de0f0ecdfc2      CP2     4485.793  Velocidad imposible
175484  5e166ce2-407b-55c8-ad66-2de0f0ecdfc2      CP3     5045.958  Velocidad imposible
175532  100e4d49-26b2-5ed7-818f-be4fb51e87f8      CP1     1969.330  Velocidad imposible
175533  100e4d49-26b2-5ed7-818f-be4fb51e87f8      EH1     2904.240  Velocidad imposible
175685  06190f45-8e3a-54a1-a9ce-c7aa4cdba39e      CP1     1759.470  Velocidad imposible
175686  06190f45-8e3a-54a1-a9ce-c7aa4cdba39e      EH1     2607.520  Velocidad imposible
175687  06190f45-8e3a-54a1-a9ce-c7aa4cdba39e      CP2     4613.548  Velocidad imposible
175735  4e87cff9-833e-56a9-9d33-2deed5c8e1f9      CP1     1587.170  Velocidad imposible
175736  4e87cff9-833e-56a9-9d33-2deed5c8e1f9      EH1     2374.520  Velocidad imposible
175737  4e87cff9-833e-56a9-9d33-2deed5c8e1f9      CP2     4279.651  Velocidad imposible
175738  4e87cff9-833e-56a9-9d33-2deed5c8e1f9      CP3     4794.719  Velocidad imposible
175758  b2cb4608-c1ff-5189-bc39-0e2a12a21b88      EH1     3221.483  Velocidad imposible
175759  b2cb4608-c1ff-5189-bc39-0e2a12a21b88      CP2     4843.091  Velocidad imposible
175785  b2cb4608-c1ff-5189-bc39-0e2a12a21b88      CP1     1684.410  Velocidad imposible
175786  b2cb4608-c1ff-5189-bc39-0e2a12a21b88      EH1     2512.340  Velocidad imposible
175787  b2cb4608-c1ff-5189-bc39-0e2a12a21b88      CP2     4538.381  Velocidad imposible
175788  b2cb4608-c1ff-5189-bc39-0e2a12a21b88      CP3     5109.347  Velocidad imposible
175835  f1009133-9d62-558a-be06-8b469e5881de      CP1     1738.750  Velocidad imposible
175836  f1009133-9d62-558a-be06-8b469e5881de      EH1     2616.730  Velocidad imposible
175837  f1009133-9d62-558a-be06-8b469e5881de      CP2     4682.872  Velocidad imposible
175859  cb213557-8ce7-5ca1-99a1-58051ff4729a      CP2     5045.364  Velocidad imposible
175885  cb213557-8ce7-5ca1-99a1-58051ff4729a      CP1     1759.100  Velocidad imposible
175886  cb213557-8ce7-5ca1-99a1-58051ff4729a      EH1     2619.080  Velocidad imposible
175887  cb213557-8ce7-5ca1-99a1-58051ff4729a      CP2     4684.127  Velocidad imposible
175935  d5277a72-e046-5d8f-bc4a-aad7ad164d77      CP1     1665.670  Velocidad imposible
175936  d5277a72-e046-5d8f-bc4a-aad7ad164d77      EH1     2456.300  Velocidad imposible
175937  d5277a72-e046-5d8f-bc4a-aad7ad164d77      CP2     4474.082  Velocidad imposible
175938  d5277a72-e046-5d8f-bc4a-aad7ad164d77      CP3     5051.139  Velocidad imposible
175985  cf1de49b-bd40-50ce-ab77-b6233dddcd41      CP1     2015.240  Velocidad imposible
175986  cf1de49b-bd40-50ce-ab77-b6233dddcd41      EH1     2978.620  Velocidad imposible
176086  8f93eb26-fee1-5d93-88da-9c7716457b6d      CP1     1948.300  Velocidad imposible
176087  8f93eb26-fee1-5d93-88da-9c7716457b6d      EH1     2826.800  Velocidad imposible
176137  cde1c9f0-c808-5797-adc9-cb940a104390      CP1     2070.710  Velocidad imposible
176157  4a6f6746-7921-5797-8d4f-6efe5fcfa4a9     Meta     8158.527  Velocidad imposible
176159  4a6f6746-7921-5797-8d4f-6efe5fcfa4a9      CP1     1681.815  Velocidad imposible
176160  4a6f6746-7921-5797-8d4f-6efe5fcfa4a9      EH1     2934.485  Velocidad imposible
176161  4a6f6746-7921-5797-8d4f-6efe5fcfa4a9      CP2     4432.997  Velocidad imposible
176163  4a6f6746-7921-5797-8d4f-6efe5fcfa4a9      CP3     8556.368  Velocidad imposible
176178  4a6f6746-7921-5797-8d4f-6efe5fcfa4a9      CP1     2196.103  Velocidad imposible
176179  4a6f6746-7921-5797-8d4f-6efe5fcfa4a9      EH1     2979.135  Velocidad imposible
176180  4a6f6746-7921-5797-8d4f-6efe5fcfa4a9      CP2     3598.155  Velocidad imposible
176181  4a6f6746-7921-5797-8d4f-6efe5fcfa4a9      EH2     7021.810  Velocidad imposible
176182  4a6f6746-7921-5797-8d4f-6efe5fcfa4a9      EH3     9670.173  Velocidad imposible
176183  4a6f6746-7921-5797-8d4f-6efe5fcfa4a9      CP4    11988.472  Velocidad imposible
176184  4a6f6746-7921-5797-8d4f-6efe5fcfa4a9   Lastkm    12688.553  Velocidad imposible
176185  4a6f6746-7921-5797-8d4f-6efe5fcfa4a9     Meta    12816.808  Velocidad imposible
176187  4a6f6746-7921-5797-8d4f-6efe5fcfa4a9      CP1     1374.260  Velocidad imposible
176188  4a6f6746-7921-5797-8d4f-6efe5fcfa4a9      EH1     2061.840  Velocidad imposible
176189  4a6f6746-7921-5797-8d4f-6efe5fcfa4a9      CP2     3674.946  Velocidad imposible
176190  4a6f6746-7921-5797-8d4f-6efe5fcfa4a9      CP3     4172.897  Velocidad imposible
176191  4a6f6746-7921-5797-8d4f-6efe5fcfa4a9      EH2     6466.789  Velocidad imposible
176192  4a6f6746-7921-5797-8d4f-6efe5fcfa4a9      CP4     7118.398  Velocidad imposible
176193  4a6f6746-7921-5797-8d4f-6efe5fcfa4a9   Lastkm     8251.617  Velocidad imposible
176194  4a6f6746-7921-5797-8d4f-6efe5fcfa4a9     Meta     8346.612  Velocidad imposible
